CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,13TB / 13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.1TB / 13.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.1TB / 13.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.1TB / 13.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.1TB / 13.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.1TB / 13.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.1TB / 13.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.2TB / 13.2TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.2TB / 13.2TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.2TB / 13.2TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13.2TB / 13.2TB,1.16MB / 4.1kB
