CPUPerc,MemUsage,NetIO,BlockIO
56.17%,183MiB / 1GiB,975GB / 1.02TB,23.1MB / 298MB
56.64%,183MiB / 1GiB,977GB / 1.02TB,23.1MB / 298MB
54.73%,183MiB / 1GiB,979GB / 1.02TB,23.1MB / 298MB
56.07%,183MiB / 1GiB,981GB / 1.02TB,23.1MB / 298MB
56.64%,183MiB / 1GiB,983GB / 1.02TB,23.1MB / 298MB
55.20%,183MiB / 1GiB,984GB / 1.03TB,23.1MB / 298MB
56.58%,183MiB / 1GiB,986GB / 1.03TB,23.1MB / 298MB
54.44%,183MiB / 1GiB,988GB / 1.03TB,23.1MB / 298MB
55.03%,183MiB / 1GiB,990GB / 1.03TB,23.1MB / 298MB
54.61%,183MiB / 1GiB,992GB / 1.03TB,23.1MB / 298MB
56.21%,183MiB / 1GiB,994GB / 1.04TB,23.1MB / 298MB
54.70%,183MiB / 1GiB,995GB / 1.04TB,23.1MB / 298MB
55.88%,183MiB / 1GiB,997GB / 1.04TB,23.1MB / 298MB
54.82%,183MiB / 1GiB,999GB / 1.04TB,23.1MB / 298MB
56.76%,183MiB / 1GiB,1TB / 1.04TB,23.1MB / 298MB
57.60%,183MiB / 1GiB,1TB / 1.05TB,23.1MB / 298MB
55.55%,183MiB / 1GiB,1TB / 1.05TB,23.1MB / 298MB
54.53%,183MiB / 1GiB,1.01TB / 1.05TB,23.1MB / 298MB
56.72%,183MiB / 1GiB,1.01TB / 1.05TB,23.1MB / 298MB
57.33%,183MiB / 1GiB,1.01TB / 1.05TB,23.1MB / 298MB
58.06%,183MiB / 1GiB,1.01TB / 1.06TB,23.1MB / 298MB
55.62%,183MiB / 1GiB,1.01TB / 1.06TB,23.1MB / 298MB
55.60%,183MiB / 1GiB,1.02TB / 1.06TB,23.1MB / 298MB
56.00%,183MiB / 1GiB,1.02TB / 1.06TB,23.1MB / 298MB
54.20%,183MiB / 1GiB,1.02TB / 1.06TB,23.1MB / 298MB
54.52%,183MiB / 1GiB,1.02TB / 1.06TB,23.1MB / 298MB
56.39%,183MiB / 1GiB,1.02TB / 1.07TB,23.1MB / 298MB
57.29%,183MiB / 1GiB,1.02TB / 1.07TB,23.1MB / 298MB
2.23%,183MiB / 1GiB,1.03TB / 1.07TB,23.1MB / 298MB
0.84%,183MiB / 1GiB,1.03TB / 1.07TB,23.1MB / 298MB
